[PokaPoka @ 798387ms/15s/26m/13h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 81762ms/18s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(308-59)] interacted with hotbar slot(5) resulting in overflow --> Dropped item Entity[rgb(135-51-218), size(50-50) @ pos(1230-50)]
[PokaPoka @ 334584ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 350883ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 367271ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 383558ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 400648ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 418267ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 433774ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 434772ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 452308ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 452576ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 469605ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 470186ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 487112ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 487112ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 503335ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 503522ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-606)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 519572ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 520566ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-596)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 536523ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 536523ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-584)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 553482ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 553482ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-570)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 570968ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 570968ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-554)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 586883ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 587879ms/25s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-536)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 602843ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 643024ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 659748ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 675970ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 692345ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 708301ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 724205ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 740214ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 757362ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 773362ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 789287ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 805325ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 821533ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 838690ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 855553ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 873512ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 889291ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 906502ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 922505ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 940493ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 956686ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 974301ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 989399ms/25s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 6276ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 22375ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 23372ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 39350ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 39350ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 56569ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 57566ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 73900ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 73900ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 91988ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 91988ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-606)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 106373ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 107367ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-596)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 122949ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 122949ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-584)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 141019ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 141019ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-570)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 157025ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 157025ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-554)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 174104ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 174104ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-536)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 190266ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 207629ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 222592ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 239659ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 256551ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 273621ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 290428ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 306587ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 323316ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 340312ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 356363ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 371318ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 389634ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 390633ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 404460ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 405457ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 421685ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 422683ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 438355ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 439396ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 454447ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 455533ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 471611ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 472605ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 488549ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 489618ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 505787ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 506693ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 522567ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 523566ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 539716ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 540711ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 556638ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 557636ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 573495ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 574492ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 590774ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 591380ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-626)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 591992ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 606561ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 606561ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-624)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 607668ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 623734ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 624515ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-620)] with expected peak @ (x:1230, y:100)
[PokaPoka @ 624515ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(255-255-255), size(50-50) @ pos(983.0-668)] with expected peak @ (x:983.0, y:100)
[PokaPoka @ 641635ms/26s/26m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(7) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 641635ms/26s/26m/13h, 28d/6mo/2021y] --> Began jumping *Entity[rgb(36-56-56), size(50-50) @ pos(1230-614)] with expected peak @ (x:1230, y:100)
